,master,slave,phi_anchored,phi_floating,floating_sub_anchored
63,2018-12-01,2020-03-01,1.870829524401596,0.9633870601322148,-0.9074424642693812
64,2018-12-01,2019-08-22,0.8871289579413153,-0.2533043528576054,-1.1404333107989206
65,2018-12-01,2020-01-13,-1.0128684204075469,2.276249903908702,3.2891183243162487
66,2018-12-01,2019-06-11,-1.5241025662745822,-0.09406911835965977,1.4300334479149224
67,2018-12-01,2019-05-18,-1.7561919876134362,2.985652210932851,4.741844198546287
68,2018-12-01,2019-04-24,1.2187302839054117,-0.6389857960845798,-1.8577160799899914
69,2018-12-01,2019-03-07,-1.255778853507939,-2.404455942521372,-1.148677089013433
70,2018-12-01,2019-02-11,-1.7104150402615745,0.34414788895510595,2.0545629292166803
71,2018-12-01,2019-01-18,1.9577774117280033,2.4411509621573577,0.48337355042935437
72,2018-12-01,2018-12-25,2.1117183812773623,-1.9025625129268546,-4.014280894204217
73,2018-12-01,2019-07-29,1.9673081753665993,0.16774547175917484,-1.7995627036074244
74,2018-12-25,2020-04-18,1.916561807702225,-1.0866614281606801,-3.0032232358629054
75,2018-12-25,2020-03-25,-1.0123054476219768,-2.226108250933527,-1.21380280331155
76,2018-12-25,2020-03-01,0.3469088765143741,-2.8381330751845772,-3.185041951698951
77,2018-12-25,2020-02-06,-0.27382053164006925,-2.730212818968882,-2.4563922873288124
78,2018-12-25,2020-01-13,1.0502366736884663,-1.4450045684423503,-2.4952412421308168
79,2018-12-25,2019-11-26,-0.4497786084056907,-2.455182449497941,-2.0054038410922503
80,2018-12-25,2019-10-09,1.0701086045537047,-0.3920084792103699,-1.4621170837640747
81,2018-12-25,2019-09-15,1.210740734459425,-3.052209242894866,-4.262949977354291
82,2018-12-25,2019-05-18,2.127402549877248,-1.7052457468358044,-3.8326482967130526
83,2018-12-25,2019-07-29,-0.15052430064202246,2.0668913934355584,2.2174156940775807
84,2018-12-25,2019-06-11,-0.6255565979759221,-0.7664332544065515,-0.1408766564306294
85,2018-12-25,2019-04-24,-1.0561033089221945,1.0901195554168774,2.146222864339072
86,2018-12-25,2019-03-07,3.043146534806176,-0.3486993301610368,-3.3918458649672125
87,2018-12-25,2019-02-11,2.9027397073396037,2.6786811686453564,-0.2240585386942473
88,2018-12-25,2019-01-18,-0.42626327154283605,-2.164767574089597,-1.738504302546761
89,2018-12-25,2019-08-22,-0.9321170352226849,1.917543146216012,2.849660181438697
90,2019-01-18,2019-11-26,-0.3639531605558377,-0.6013300237519106,-0.23737686319607287
91,2019-01-18,2020-01-13,1.2631908110391048,0.525010144656702,-0.7381806663824028
92,2019-01-18,2019-10-09,-0.6476765681027028,-0.3915982332529866,0.2560783348497162
93,2019-01-18,2020-03-01,0.42145555263524836,-1.016480338799767,-1.4379358914350153
94,2019-01-18,2020-03-25,-0.759871582523073,-0.25365590588446296,0.50621567663861
95,2019-01-18,2020-02-06,-1.286437059829072,-2.0622260377970107,-0.7757889779679388
96,2019-01-18,2019-09-15,0.046649455377817034,-2.4996317739862075,-2.5462812293640247
97,2019-01-18,2020-04-18,1.2929682053491884,-0.007450456603053438,-1.300418661952242
98,2019-01-18,2019-07-29,-0.27305357201679104,-2.5657936976656197,-2.2927401256488285
99,2019-01-18,2019-06-11,-0.9734761245838244,1.0095005782584723,1.9829767028422967
100,2019-01-18,2019-05-18,2.2023618337485065,0.12336142746893373,-2.079000406279573
101,2019-01-18,2019-04-24,-1.026422855476821,2.84325918282231,3.869682038299131
102,2019-01-18,2019-03-07,2.2788139777267946,0.6185885968531974,-1.6602253808735972
103,2019-01-18,2019-02-11,1.422936647613841,2.9424078210655065,1.5194711734516655
104,2019-01-18,2019-08-22,-0.9141926722654136,-2.652648729430191,-1.7384560571647776
105,2019-02-11,2020-04-18,0.42673493296227605,-2.424192568621505,-2.850927501583781
106,2019-02-11,2020-03-25,2.300675109847695,1.2181056520472398,-1.0825694578004552
107,2019-02-11,2020-03-01,-1.8091154931997953,1.4755050736846287,3.284620566884424
108,2019-02-11,2020-02-06,-1.9581603088776518,2.0393004707355193,3.997460779613171
109,2019-02-11,2020-01-13,-0.835639052791041,1.5293661370348708,2.365005189825912
110,2019-02-11,2019-11-26,-2.3290284343168612,2.1200954010494746,4.449123835366336
111,2019-02-11,2019-10-09,-2.2946636389785957,2.675614379535128,4.970278018513724
112,2019-02-11,2019-09-15,-1.0974153569373806,1.1050985579470671,2.202513914884448
113,2019-02-11,2019-08-22,2.229866338829712,-1.021920617352325,-3.251786956182037
114,2019-02-11,2019-07-29,2.7989618815523585,-1.0361095852148323,-3.835071466767191
115,2019-02-11,2019-06-11,0.7378381676025436,-2.992313039215493,-3.7301512068180367
116,2019-02-11,2019-05-18,-0.8370801967228811,1.7803903364356788,2.61747053315856
117,2019-02-11,2019-04-24,-2.8053272105331604,-0.5335427099457407,2.2717845005874198
118,2019-02-11,2019-03-07,1.410667733578275,-1.8850083667954962,-3.295676100373771
119,2019-03-07,2020-04-18,-1.1431294997150434,-0.760451692510703,0.3826778072043404
120,2019-03-07,2020-03-25,2.206557750785671,-1.9151646139536682,-4.121722364739339
121,2019-03-07,2020-03-01,-2.0944288094729098,-1.9149269365907091,0.17950187288220065
122,2019-03-07,2020-02-06,-2.8811685524235124,-1.9792870647208187,0.9018814877026937
123,2019-03-07,2020-01-13,-2.0086508926481015,-1.0871323015285026,0.9215185911195989
124,2019-03-07,2019-11-26,-2.2802166649122464,-1.6467455787415244,0.633471086170722
125,2019-03-07,2019-08-22,2.178965893865929,2.1705940042142315,-0.00837188965169755
126,2019-03-07,2019-09-15,-1.8178096006806443,-2.6744079039397515,-0.8565983032591071
127,2019-03-07,2019-07-29,2.1454745355200413,1.4792430429527983,-0.666231492567243
128,2019-03-07,2019-06-11,-0.7305473898442837,-1.2913099662093517,-0.560762576365068
129,2019-03-07,2019-05-18,-1.7763474058895607,-2.2534826439147455,-0.47713523802518476
130,2019-03-07,2019-04-24,2.153201895084832,1.3884763643464728,-0.7647255307383594
131,2019-03-07,2019-10-09,-2.5867131663003096,-0.636300719058964,1.9504124472413455
132,2019-04-24,2020-04-18,2.986094448991774,-2.1814359362923437,-5.167530385284118
133,2019-04-24,2020-03-25,-0.06106019914862231,2.8293607652974204,2.890420964446043
134,2019-04-24,2020-03-01,1.7578025733479037,2.6539866577213362,0.8961840843734326
135,2019-04-24,2020-02-06,1.160593918492392,2.809443414922096,1.6488494964297042
136,2019-04-24,2020-01-13,2.0258158024537574,-2.6445145228748244,-4.670330325328582
137,2019-04-24,2019-11-26,1.4239965066995086,-2.7149211982857917,-4.1389177049853005
138,2019-04-24,2019-10-09,1.3962273493459065,-2.2549615404004073,-3.651188889746314
139,2019-04-24,2019-08-22,0.08923270422577272,0.8105295246746879,0.7212968204489152
140,2019-04-24,2019-07-29,0.13513100462680316,0.22794786441584788,0.09281685978904472
141,2019-04-24,2019-06-11,-2.7429057334633637,-2.5813660167120087,0.16153971675135503
142,2019-04-24,2019-05-18,2.427158595354732,2.673316165345759,0.246157569991027
143,2019-04-24,2019-09-15,2.525709180599637,2.4129223815453376,-0.11278679905429945
144,2019-05-18,2020-01-13,-1.2586319966290889,-0.004862730871446829,1.253769265757642
145,2019-05-18,2020-04-18,0.22462499066119573,1.0010789317197255,0.7764539410585298
146,2019-05-18,2020-03-01,-0.8364374087331397,-0.21403123012252864,0.622406178610611
147,2019-05-18,2020-02-06,-1.9868207735295595,-0.6983890143600312,1.2884317591695282
148,2019-05-18,2019-11-26,-2.576300365333012,-0.7347259808878631,1.841574384445149
149,2019-05-18,2020-03-25,2.953243306746934,-0.7417889635063912,-3.6950322702533254
150,2019-05-18,2019-09-15,-1.7915707172354507,-2.2525611982428178,-0.46099048100736706
151,2019-05-18,2019-08-22,2.5242635361654258,2.9043670536316104,0.38010351746618465
152,2019-05-18,2019-07-29,-2.2839990667943724,-2.479451549542466,-0.19545248274809346
153,2019-05-18,2019-06-11,1.0803544747419507,0.9960060868652564,-0.0843483878766943
154,2019-05-18,2019-10-09,-2.020965456032493,0.25833533537079867,2.2793007914032914
155,2019-06-11,2020-04-18,-0.6445301420015959,0.2413988961867319,0.8859290381883278
156,2019-06-11,2020-03-01,-2.3033158753846585,-1.604388152331892,0.6989277230527666
157,2019-06-11,2020-02-06,-2.9255581104538217,-1.55525902633994,1.3702990841138818
158,2019-06-11,2020-01-13,-1.3521567734209126,-0.015271042972382576,1.33688573044853
159,2019-06-11,2020-03-25,1.7928355669592289,-1.8721061358110456,-3.6649417027702746
160,2019-06-11,2019-10-09,-0.6408676351883975,-0.7679202333248756,-0.12705259813647807
161,2019-06-11,2019-09-15,2.5348895545488777,2.6036143961435965,0.06872484159471881
162,2019-06-11,2019-08-22,1.2929113956182745,1.7561651357758228,0.4632537401575483
163,2019-06-11,2019-07-29,2.742984296538388,2.8794682972315284,0.13648400069314048
164,2019-06-11,2019-11-26,2.6091316326860845,-1.7481867476272712,-4.357318380313355
165,2019-07-29,2020-04-18,1.9273063413940623,2.9083029788174843,0.980996637423422
166,2019-07-29,2020-03-25,-1.3598574880783434,1.379693430294406,2.7395509183727493
167,2019-07-29,2020-03-01,1.6032817101021999,2.432151691909475,0.8288699818072753
168,2019-07-29,2020-02-06,0.35968574660563374,1.8772276776817545,1.5175419310761207
169,2019-07-29,2019-11-26,-0.41131497031837777,1.5838206344791228,1.9951356047975006
170,2019-07-29,2019-10-09,1.2278499198689476,-2.5596534310088503,-3.787503350877798
171,2019-07-29,2019-09-15,1.328740748332392,1.0692219221456325,-0.2595188261867596
172,2019-07-29,2019-08-22,-1.1117513153067398,-0.591785850811168,0.5199654644955718
173,2019-07-29,2020-01-13,0.9641324153220343,2.4217055531452982,1.457573137823264
174,2019-08-22,2020-04-18,2.924032717831457,-2.961432113780903,-5.88546483161236
175,2019-08-22,2020-03-25,-0.018923867257959706,2.154230648016929,2.173154515274889
176,2019-08-22,2020-02-06,0.6791552126099744,1.5943554920762968,0.9152002794663224
177,2019-08-22,2020-03-01,1.1613556434210512,1.3397229078131048,0.17836726439205353
178,2019-08-22,2019-11-26,0.4245728750794507,1.8397114304007443,1.4151385553212936
179,2019-08-22,2019-10-09,2.001770272498712,-2.369964501557272,-4.371734774055984
180,2019-08-22,2019-09-15,2.1770358861934094,1.3197406196760666,-0.8572952665173428
181,2019-08-22,2020-01-13,1.824985266701974,2.6758456105636292,0.8508603438616553
182,2019-09-15,2019-10-09,-0.9071211925920285,1.8373764468399882,2.7444976394320166
183,2019-09-15,2019-11-26,-1.9644372707868192,0.2288072290528317,2.193244499839651
184,2019-09-15,2020-01-13,-0.668614703356091,1.0275263541183213,1.6961410574744122
185,2019-09-15,2020-02-06,-1.7960470829675361,-0.06861805536392011,1.727429027603616
186,2019-09-15,2020-03-01,-0.9463293945625648,0.08465822660514043,1.0309876211677051
187,2019-09-15,2020-03-25,-2.4446021717546613,0.5313332817336036,2.975935453488265
188,2019-09-15,2020-04-18,0.4362435512925381,1.6398123785457395,1.2035688272532012
189,2019-10-09,2020-04-18,1.278314197028562,-0.324624162786833,-1.602938359815395
190,2019-10-09,2020-03-01,0.15715146718011963,-1.5989523713020326,-1.7561038384821521
191,2019-10-09,2020-03-25,-1.5780678960608325,-1.3858999645516537,0.19216793150917888
192,2019-10-09,2020-01-13,0.5035989874453851,-0.6059222489820952,-1.1095212364274802
193,2019-10-09,2019-11-26,-0.8201755952669321,-1.3541309205901262,-0.5339553253231941
194,2019-10-09,2020-02-06,0.1334765185478475,-0.9218751405086731,-1.0553516590565206
195,2019-11-26,2020-01-13,1.3576700825500925,0.802567991289806,-0.5551020912602864
196,2019-11-26,2020-02-06,0.0024832332415986084,-0.5387587175910364,-0.541241950832635
197,2019-11-26,2020-03-01,0.45673025821721563,-0.7529273591954385,-1.209657617412654
198,2019-11-26,2020-03-25,-0.9397195823191598,-0.22828370792358743,0.7114358743955723
199,2019-11-26,2020-04-18,1.7246747703274947,0.6257450662988905,-1.0989297040286043
200,2020-01-13,2020-04-18,0.7257435119089349,0.19418592630994416,-0.5315575855989908
201,2020-01-13,2020-03-25,-2.194116243082105,-0.965012988318109,1.229103254763996
202,2020-01-13,2020-02-06,-1.6597604744756538,-1.647517039032676,0.01224343544297768
203,2020-01-13,2020-03-01,-0.9467739769500372,-1.6920662273694167,-0.7452922504193795
204,2020-02-06,2020-03-01,0.9529684143307485,0.20219317451909624,-0.7507752398116523
205,2020-02-06,2020-03-25,-0.7230746700626759,0.5238625674754585,1.2469372375381345
206,2020-02-06,2020-04-18,2.485640475893108,1.9021290321501059,-0.5835114437430022
207,2020-03-01,2020-03-25,-1.006515573075719,0.9260967812028559,1.9326123542785747
208,2020-03-01,2020-04-18,1.5535044979081682,1.69646625519507,0.14296175728690175
