,master,slave,phi_anchored,phi_floating_4,phi_floating_5,phi_floating_6,floating_sub_anchored_4,floating_sub_anchored_5,floating_sub_anchored_6
0,2018-08-27,2018-09-20,1.9488334491547035,-1.267036972023579,0.16670350425300526,0.44453978267909616,-3.2158704211782823,-1.7821299449016983,-1.5042936664756072
1,2018-09-20,2018-10-14,-0.09927152874254455,1.836514392958441,-0.03303398260836045,-0.48374021877101975,1.9357859217009856,0.0662375461341841,-0.38446869002847517
2,2018-10-14,2018-12-01,-1.034259589262566,-0.38618302091261103,0.882311926345822,0.1373271338566975,0.6480765683499549,1.9165715156083878,1.1715867231192634
3,2018-12-01,2018-12-25,0.3690363690099455,0.7299016475781842,-0.3510839624120437,0.548993589384116,0.3608652785682387,-0.7201203314219893,0.1799572203741705
4,2018-12-25,2019-01-18,-0.39663768862169124,-0.4721689509137805,0.07020998424672796,-0.48017497734951164,-0.07553126229208929,0.4668476728684192,-0.0835372887278204
5,2019-01-18,2019-02-11,-0.336242725487476,-1.3713870055499195,0.2656348460494867,-0.4561393609708015,-1.0351442800624435,0.6018775715369626,-0.11989663548332546
6,2019-02-11,2019-03-07,0.4259714054745795,-1.0481813301993508,-0.8705686376496304,-0.8704774613140722,-1.4741527356739303,-1.29654004312421,-1.2964488667886518
7,2019-03-07,2019-04-24,-0.02995066950577711,0.2932893045385199,-1.643292469486787,-0.27718011500377154,0.32323997404429705,-1.6133417999810098,-0.24722944549799444
8,2019-04-24,2019-05-18,-0.12028289876869956,-0.5769029305544308,1.5585490180384205,-0.20464621842679107,-0.4566200317857312,1.67883191680712,-0.0843633196580915
9,2019-05-18,2019-06-11,1.500987485831629,1.2073971127435503,-1.7715300671498602,0.8657375786706876,-0.29359037308807867,-3.272517552981489,-0.6352499071609414
10,2019-06-11,2019-07-29,2.2966339281747015,0.9620725104526642,0.35445685515344194,0.5244767777973796,-1.3345614177220373,-1.9421770730212595,-1.772157150377322
11,2019-07-29,2019-08-22,-2.5113382241453213,1.7532512016231487,-0.7724812704250353,-1.7552584257493125,4.26458942576847,1.738856953720286,0.7560797983960088
12,2019-08-22,2019-09-15,1.2096831299007778,-1.4414504607812337,2.031268336482104,-2.677581315083916,-2.6511335906820115,0.821585206581326,-3.8872644449846936
13,2019-09-15,2019-10-09,-2.2013635195526344,2.576748635513214,0.5827067538441585,-1.699129852510675,4.778112155065848,2.784070273396793,0.5022336670419594
14,2019-10-09,2019-11-26,0.6672198723097407,2.7165982579221746,-1.8126074401598398,1.3170654167420475,2.049378385612434,-2.47982731246958,0.6498455444323068
15,2019-11-26,2020-01-13,0.2524635858001599,-0.07389568197930879,1.6971173774744808,1.3445467958388535,-0.32635926777946866,1.444653791674321,1.0920832100386937
16,2020-01-13,2020-02-06,-2.6553049788614294,0.29500316324758163,-1.5277103048276033,2.739418526197546,2.950308142109011,1.127594674033826,5.394723505058975
17,2020-02-06,2020-03-01,1.0032399786742023,2.6348515342914682,-0.10934503281782493,2.436388292279509,1.631611555617266,-1.1125850114920273,1.4331483136053067
18,2020-03-01,2020-03-25,1.2778550546449476,-2.519647351303589,-0.5225535799336251,2.106222403156712,-3.7975024059485367,-1.8004086345785728,0.8283673485117642
