,master,slave,phi_anchored,phi_floating,floating_sub_anchored
0,2018-08-27,2018-09-20,0.5966737272335751,0.23884712513378564,-0.3578266020997895
1,2018-09-20,2018-10-14,1.5076470286375492,-2.6132505275823403,-4.120897556219889
2,2018-10-14,2018-12-01,-2.8235594165135147,-0.8823644747130677,1.941194941800447
3,2018-12-01,2018-12-25,0.32325394249521205,0.5815651950649411,0.25831125256972903
4,2018-12-25,2019-01-18,-2.6753137686093544,2.262479404608866,4.93779317321822
5,2019-01-18,2019-02-11,-1.8409525086252665,-1.4957802002018,0.3451723084234666
6,2019-02-11,2019-03-07,-3.067434168355573,0.34533345288104156,3.4127676212366147
7,2019-03-07,2019-04-24,-1.3198842621457594,-1.6873252310277205,-0.3674409688819611
8,2019-04-24,2019-05-18,-0.04895801862161284,0.1827825524182018,0.23174057103981463
9,2019-05-18,2019-06-11,2.014072115343528,2.2629801146710404,0.24890799932751229
10,2019-06-11,2019-07-29,3.0050853770943586,3.02691777368317,0.02183239658881142
11,2019-07-29,2019-08-22,-1.8691852891652043,-1.1981825340758,0.6710027550894042
12,2019-08-22,2019-09-15,1.0348954774051435,0.5352993296504136,-0.49959614775472994
13,2019-09-15,2019-10-09,-2.026804215422417,-1.3605650965275276,0.6662391188948895
14,2019-10-09,2019-11-26,-1.017010914013026,-1.1625965026635647,-0.14558558865053883
15,2019-11-26,2020-01-13,1.9456856865710837,2.2177799997223495,0.27209431315126587
16,2020-01-13,2020-02-06,2.938042479896161,2.184139232525259,-0.7539032473709018
17,2020-02-06,2020-03-01,2.160346946032398,1.6510915188931694,-0.5092554271392284
18,2020-03-01,2020-03-25,-2.1585492552276246,0.7430215813297002,2.9015708365573247
