,master,slave,phi_anchored,phi_floating,floating_sub_anchored
0,2018-08-27,2018-09-20,1.1436457130947266,0.629472844908387,-0.5141728681863397
1,2018-09-20,2018-10-14,1.4701051105268397,-2.419119807230393,-3.8892249177572324
2,2018-10-14,2018-12-01,-2.7704778810281843,-0.6073674288941507,2.1631104521340334
3,2018-12-01,2018-12-25,0.3019112452227384,0.43042634852283385,0.12851510330009547
4,2018-12-25,2019-01-18,-2.6603798039593567,2.366231872710647,5.0266116766700035
5,2019-01-18,2019-02-11,-0.9535610243884434,-0.8267061687093851,0.1268548556790583
6,2019-02-11,2019-03-07,-0.47516324129896326,0.40344099957024426,0.8786042408692075
7,2019-03-07,2019-04-24,-1.664971248935697,-2.1084720759942557,-0.44350082705855876
8,2019-04-24,2019-05-18,0.4542226244754859,0.8951559102286927,0.4409332857532068
9,2019-05-18,2019-06-11,2.0593849439002074,2.366760139434687,0.3073751955344797
10,2019-06-11,2019-07-29,1.5442970779304015,2.8930869235126737,1.3487898455822722
11,2019-07-29,2019-08-22,-1.8066487298704752,-1.3443358096726534,0.4623129201978218
12,2019-08-22,2019-09-15,1.029384915156881,0.5530896707806453,-0.4762952443762357
13,2019-09-15,2019-10-09,-1.956965779721538,-1.3821888276575287,0.5747769520640094
14,2019-10-09,2019-11-26,-1.1006605984341435,-0.9835591121331143,0.11710148630102923
15,2019-11-26,2020-01-13,1.6834611869063987,1.9528416914418203,0.2693805045354216
16,2020-01-13,2020-02-06,-1.3864981427725829,2.4987282993566478,3.8852264421292304
17,2020-02-06,2020-03-01,2.125844804522088,1.2766117427227404,-0.8492330617993475
18,2020-03-01,2020-03-25,-2.0222323343682627,0.27150879070837164,2.293741125076634
